NODE_12514_length_1164_cov_24.910314_g8385_i0	GO:0005524,GO:0016887,GO:0005524,GO:0005524,GO:0043531,GO:0005524,GO:0046034,GO:1902600,GO:0003924,GO:0005525
NODE_51019_length_495_cov_3.000000_g42122_i0	GO:0016787
NODE_12871_length_1146_cov_8.409298_g8636_i0	GO:0004869,GO:0017025
NODE_2795_length_2208_cov_5.180176_g1698_i0	GO:0005524,GO:0005524,GO:0140359,GO:0055085,GO:0016020,GO:0016757,GO:0005524,GO:0016301
NODE_60346_length_446_cov_9.319899_g51268_i0	GO:0005515,GO:0005515,GO:0005515
NODE_128956_length_279_cov_3.165217_g119754_i0	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
NODE_236045_length_197_cov_4.817568_g226840_i0	GO:0004497,GO:0005506,GO:0016705,GO:0020037
NODE_10023_length_1303_cov_3.676236_g6598_i0	GO:0016624
NODE_181043_length_227_cov_3.477528_g171839_i0	GO:0005524,GO:0016887,GO:0005524,GO:0003723,GO:0003724,GO:0043531,GO:0005524,GO:0017111,GO:0016887,GO:0006302
NODE_34029_length_636_cov_4.596252_g26058_i0	GO:0003824,GO:0046872,GO:0090729,GO:0003824,GO:0046537
NODE_166670_length_239_cov_2.236842_g157467_i0	GO:0022857,GO:0055085,GO:0016020,GO:0022857,GO:0055085
NODE_77613_length_383_cov_2.967066_g68441_i0	GO:0031267,GO:0006886
NODE_4522_length_1843_cov_4.290412_g2838_i0	GO:0008168
NODE_5637_length_1688_cov_5.948749_g3610_i0	GO:0004843,GO:0016579
NODE_85585_length_361_cov_1.717949_g76396_i0	GO:0008184,GO:0005975
NODE_3078_length_2138_cov_6.057922_g1878_i0	GO:0006955,GO:0019882,GO:0016020,GO:0042613,GO:0005198,GO:0019028,GO:0019031,GO:0019028,GO:0003779,GO:0048870,GO:0031514,GO:0005200,GO:0030474,GO:0005823
NODE_75348_length_390_cov_3.612903_g66183_i0	GO:0005085,GO:0032012
NODE_151558_length_253_cov_2.549020_g142355_i0	GO:0005524,GO:0140662
NODE_365720_length_156_cov_2.373832_g356515_i0	GO:0005515,GO:0005515
NODE_67477_length_417_cov_4.380435_g58347_i0	GO:0004843,GO:0016579
NODE_5118_length_1755_cov_9.045721_g3255_i0	GO:0016020
NODE_10065_length_1301_cov_4.401757_g6627_i0	GO:0005524,GO:0016772
NODE_78920_length_379_cov_3.390909_g69745_i0	GO:0022857,GO:0055085,GO:0016020
NODE_4478_length_1851_cov_12.044950_g2808_i0	GO:0016301,GO:0003951,GO:0006741
NODE_37065_length_604_cov_2.248649_g28847_i0	GO:0016780,GO:0008654,GO:0016020
NODE_19320_length_906_cov_6.213536_g13474_i0	GO:0004553,GO:0071704,GO:0004565,GO:0005975,GO:0009341,GO:0004553,GO:0005975
NODE_259172_length_188_cov_2.618705_g249967_i0	GO:0008233
NODE_108700_length_311_cov_1.652672_g99500_i0	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
NODE_7222_length_1520_cov_93.456152_g1292_i2	GO:0008234,GO:0006508
NODE_88121_length_354_cov_3.718033_g78930_i0	GO:0003677,GO:0005634,GO:0003677,GO:0005634
NODE_126_length_6050_cov_219.373938_g12_i4	GO:0008137,GO:0042773
NODE_4735_length_1807_cov_27.844141_g2982_i0	GO:0005198,GO:0019028,GO:0019031
NODE_57197_length_461_cov_5.019417_g48165_i0	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
NODE_254185_length_190_cov_2.099291_g244980_i0	GO:0005524,GO:0140359,GO:0055085,GO:0016020
NODE_200938_length_213_cov_4.298780_g191733_i0	GO:0005515,GO:0005515
NODE_10811_length_1255_cov_234.409619_g7146_i0	GO:2001070
NODE_195975_length_217_cov_1.547619_g186771_i0	GO:0030170,GO:0009058,GO:0042325,GO:0005737
NODE_21293_length_855_cov_4.317618_g15025_i0	GO:0005515
NODE_6824_length_1560_cov_13.070152_g4200_i1	GO:0016787,GO:0042132,GO:0006094
NODE_22943_length_816_cov_2.777053_g16395_i0	GO:0006334,GO:0005634
NODE_47966_length_515_cov_1.727468_g39161_i0	GO:0008236,GO:0006508
NODE_125683_length_284_cov_1.489362_g116481_i0	GO:0006352
NODE_31344_length_671_cov_5.535370_g23647_i0	GO:0003676,GO:0008270
NODE_28067_length_720_cov_3.988077_g20764_i0	GO:0005524,GO:0140359,GO:0055085,GO:0016020,GO:0016491
NODE_1009_length_3056_cov_8.371799_g559_i0	GO:0005515,GO:0005515
NODE_21685_length_845_cov_2.664573_g15358_i0	GO:0005515
NODE_13068_length_1137_cov_8.667279_g8778_i0	GO:0005524,GO:0016887,GO:0005524,GO:0043531
NODE_194514_length_218_cov_1.526627_g185310_i0	GO:0055085,GO:0016020,GO:0016491,GO:0071949,GO:0016491
NODE_45044_length_535_cov_2.668724_g36351_i0	GO:0055085,GO:0016020,GO:0016020
NODE_82426_length_369_cov_3.437500_g73243_i0	GO:0005524,GO:0003924,GO:0019001,GO:0031683,GO:0007186,GO:0043531,GO:0003924,GO:0005525,GO:0005524,GO:0016301,GO:0005524,GO:0016887
NODE_51341_length_493_cov_2.871622_g42435_i0	GO:0003677,GO:0006352,GO:0006352,GO:0005669
NODE_78383_length_381_cov_1.939759_g69210_i0	GO:0045182,GO:0006417
NODE_180174_length_228_cov_2.256983_g170970_i0	GO:0015074
NODE_11423_length_1222_cov_3.930094_g7588_i0	GO:0005515,GO:0005515,GO:0005515
NODE_21635_length_846_cov_2.666248_g15316_i0	GO:0046872,GO:0008270,GO:0008270,GO:0061630,GO:0097602,GO:0031145,GO:0005680,GO:0008270
NODE_37374_length_600_cov_29.072595_g29128_i0	GO:0003735,GO:0006412,GO:0005840,GO:0008270
NODE_4500_length_1847_cov_32.686874_g2822_i0	GO:0004497,GO:0005506,GO:0016705,GO:0020037
NODE_23709_length_799_cov_6.229333_g17018_i0	GO:0016765,GO:0016020
NODE_21866_length_840_cov_7.505689_g3666_i1	GO:0003723,GO:0003723
NODE_152586_length_252_cov_2.334975_g143383_i0	GO:0003824,GO:0046872
NODE_9084_length_1366_cov_3.810175_g5953_i0	GO:0016973,GO:0005643
NODE_42676_length_553_cov_3.577381_g34088_i0	GO:0000287,GO:0004749,GO:0009165
NODE_2568_length_2268_cov_14.110410_g1560_i0	GO:0005515,GO:0061608,GO:0006606,GO:0005515,GO:1902600,GO:0000221
NODE_246732_length_193_cov_1.173611_g237527_i0	GO:0015074,GO:0004386,GO:0005524,GO:0006276
NODE_216366_length_207_cov_2.620253_g207161_i0	GO:0005515,GO:0005515,GO:0005515
NODE_39544_length_580_cov_3.071563_g31157_i0	GO:0005216,GO:0006811,GO:0055085,GO:0016020,GO:0016020,GO:0015095,GO:0015693,GO:0016020
NODE_78840_length_379_cov_4.960606_g69665_i0	GO:0016192
NODE_20987_length_862_cov_13.426814_g5339_i3	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
NODE_10754_length_1259_cov_7.527273_g7107_i0	GO:0004674,GO:0016020,GO:0030247
NODE_259238_length_188_cov_2.453237_g250033_i0	GO:0003676,GO:0008270,GO:0006351,GO:0008521,GO:0016020
NODE_145314_length_260_cov_1.379147_g136111_i0	GO:0004386,GO:0005524
NODE_76508_length_386_cov_5.178042_g67341_i0	GO:0003723
NODE_80624_length_374_cov_4.184615_g71445_i0	GO:0004222,GO:0006508
NODE_383080_length_134_cov_6.976471_g373875_i0	GO:0003735,GO:0019843,GO:0006412,GO:0005840
NODE_57074_length_462_cov_2.452785_g48045_i0	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
NODE_7975_length_1455_cov_9.729730_g5190_i0	GO:0005509,GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
NODE_6144_length_1629_cov_45.450000_g1157_i1	GO:0003723,GO:0000287,GO:0004721,GO:0030145,GO:0003723
NODE_39998_length_576_cov_2.918406_g31579_i0	GO:0005543
NODE_125352_length_284_cov_2.821277_g116150_i0	GO:0046872
NODE_4160_length_1904_cov_4.291644_g2606_i0	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0004674,GO:0005524
NODE_132004_length_275_cov_3.778761_g122802_i0	GO:0004672,GO:0005524,GO:0006468
NODE_287000_length_178_cov_3.224806_g277795_i0	GO:0005515,GO:0005515,GO:0005515
NODE_9683_length_1325_cov_6.480408_g5105_i2	GO:0006270,GO:0005634
NODE_45194_length_534_cov_2.119588_g36496_i0	GO:0005515,GO:0005515,GO:0005515
NODE_171414_length_235_cov_1.913978_g162210_i0	GO:0009512
NODE_320_length_4264_cov_5.610439_g139_i0	GO:0001164,GO:0001181,GO:0006361,GO:0003712,GO:0006357,GO:0016592
NODE_18238_length_939_cov_3.223596_g12645_i0	GO:0005515
NODE_49974_length_502_cov_2.337748_g41106_i0	GO:0016881,GO:0009058,GO:0005524,GO:0016881,GO:0009058
NODE_68548_length_413_cov_3.868132_g59408_i0	GO:0008270
NODE_44667_length_538_cov_2.366053_g35989_i0	GO:0022857,GO:0055085,GO:0016020,GO:0016020
NODE_4979_length_1776_cov_4.481760_g3148_i0	GO:0004497,GO:0005506,GO:0016705,GO:0020037
NODE_26998_length_737_cov_20.075581_g19809_i0	GO:0020037
NODE_3562_length_2018_cov_17.825292_g2201_i0	GO:0005515
NODE_267632_length_185_cov_2.294118_g258427_i0	GO:0003824,GO:0005992,GO:0004190,GO:0006508
NODE_88581_length_353_cov_3.384868_g79390_i0	GO:0005515
NODE_1893_length_2509_cov_207.099593_g64_i7	GO:0005515,GO:0046872,GO:0005515,GO:0005515,GO:0005515,GO:0005515
NODE_63005_length_435_cov_3.279793_g53898_i0	GO:0008168
NODE_81134_length_373_cov_2.370370_g71952_i0	GO:0005515
NODE_26098_length_753_cov_4.470170_g19036_i0	GO:0008236,GO:0006508,GO:0016787,GO:0016787
NODE_33670_length_640_cov_773.060914_g25744_i0	GO:0015979,GO:0009523,GO:0009654,GO:0042651
NODE_178943_length_229_cov_2.133333_g169739_i0	GO:0045927
NODE_370471_length_153_cov_3.865385_g361266_i0	GO:0004358,GO:0006526
NODE_332570_length_166_cov_0.888889_g323365_i0	GO:0016757
NODE_279516_length_181_cov_1.803030_g270311_i0	GO:0015074,GO:0015074
NODE_335560_length_165_cov_2.017241_g326355_i0	GO:0005524,GO:0140662
NODE_37264_length_602_cov_1.716094_g29028_i0	GO:0022857,GO:0055085,GO:0016020
NODE_7332_length_1510_cov_3.716632_g4764_i0	GO:0008234,GO:0006508
NODE_10422_length_1280_cov_6.980504_g6868_i0	GO:0022857,GO:0055085
NODE_4614_length_1827_cov_14.985377_g2900_i0	GO:0003723,GO:0003723,GO:0003723
NODE_6942_length_1549_cov_4.800000_g4510_i0	GO:0016747,GO:0016747
NODE_240888_length_195_cov_1.952055_g231683_i0	GO:0008171
NODE_189109_length_222_cov_0.971098_g179905_i0	GO:0034314,GO:0005885,GO:0015629
NODE_19911_length_890_cov_2.939358_g13931_i0	GO:0003755,GO:0000413
NODE_74743_length_392_cov_3.037901_g65578_i0	GO:0016788
NODE_34903_length_626_cov_3.648180_g26856_i0	GO:0005092,GO:0007264
NODE_9990_length_1304_cov_8.007968_g6576_i0	GO:0003676,GO:0004523
NODE_5535_length_1699_cov_10.274545_g3536_i0	GO:0016872
NODE_16712_length_989_cov_11.641489_g11493_i0	GO:0046907
NODE_366372_length_155_cov_3.933962_g357167_i0	GO:0033926
NODE_243384_length_194_cov_2.151724_g234179_i0	GO:0008251,GO:0002100
NODE_5862_length_1658_cov_9.862648_g3757_i0	GO:0016746
NODE_257107_length_189_cov_1.871429_g247902_i0	GO:0008168
NODE_40097_length_575_cov_3.216730_g31672_i0	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
NODE_258138_length_189_cov_1.114286_g248933_i0	GO:0004497,GO:0005506,GO:0016705,GO:0020037
NODE_70_length_8918_cov_34.293494_g11_i0	GO:0003676,GO:0008270,GO:0015074,GO:0015074
NODE_59692_length_449_cov_11.405000_g50624_i0	GO:0003777,GO:0005524,GO:0008017,GO:0007018,GO:0005524,GO:0006904,GO:0000145,GO:0003677,GO:0005524,GO:0016787,GO:0003678,GO:0000723,GO:0006281,GO:0008017
NODE_9011_length_1371_cov_10.524962_g5902_i0	GO:0005515
NODE_128707_length_279_cov_7.373913_g119505_i0	GO:0015081,GO:0036376,GO:0016020
NODE_115023_length_300_cov_2.071713_g105821_i0	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
NODE_5886_length_1656_cov_7.085874_g3777_i0	GO:0003723,GO:0003723,GO:0003723
NODE_251072_length_191_cov_2.197183_g241867_i0	GO:0005515,GO:0005515,GO:0005515
NODE_165889_length_240_cov_1.272251_g156686_i0	GO:0006260,GO:0016740
NODE_29331_length_699_cov_6.587692_g21855_i0	GO:0022857,GO:0055085,GO:0016020
NODE_37982_length_594_cov_7.034862_g29691_i0	GO:0003723,GO:0005515
NODE_78877_length_379_cov_3.842424_g69702_i0	GO:0043531
NODE_194047_length_218_cov_2.461538_g184843_i0	GO:0005515,GO:0005515,GO:0005515
NODE_216252_length_207_cov_2.797468_g207047_i0	GO:0005515,GO:0031267,GO:0006886
NODE_64314_length_430_cov_1.482940_g55200_i0	GO:0004553,GO:0005975
NODE_245254_length_193_cov_2.777778_g236049_i0	GO:0005515,GO:0005515,GO:0005515
NODE_14094_length_1090_cov_44.281460_g9532_i0	GO:0004784,GO:0046872,GO:0006801,GO:0004784,GO:0046872,GO:0006801
NODE_176673_length_231_cov_1.428571_g167469_i0	GO:0007165
NODE_25027_length_772_cov_579.489627_g18103_i0	GO:0003677,GO:0006352,GO:0071821
NODE_48544_length_511_cov_2.658009_g39719_i0	GO:0030234,GO:0019348,GO:0005789,GO:0008418
NODE_319849_length_168_cov_2.268908_g310644_i0	GO:0016846
NODE_10063_length_1301_cov_5.305112_g6625_i0	GO:0003723
NODE_217214_length_207_cov_0.936709_g208009_i0	GO:0005524,GO:0140658
NODE_1713_length_2592_cov_8.106567_g1010_i0	GO:0004812,GO:0005524,GO:0043039,GO:0000166,GO:0004812,GO:0005524,GO:0006418,GO:0005737
NODE_16313_length_1003_cov_3.611111_g11192_i0	GO:0008483,GO:0030170
NODE_149000_length_256_cov_1.507246_g139797_i0	GO:0015074
NODE_52883_length_484_cov_3.425287_g43943_i0	GO:0008324,GO:0006812,GO:0055085,GO:0016020
NODE_245971_length_193_cov_2.145833_g236766_i0	GO:0008519,GO:0072488,GO:0016020
NODE_18245_length_938_cov_19.475816_g12650_i0	GO:0003735,GO:0006412,GO:0005840
NODE_30487_length_682_cov_26.105845_g22889_i0	GO:0003735,GO:0006412,GO:0005840
NODE_154819_length_250_cov_1.935323_g145616_i0	GO:0031639,GO:0005576,GO:0003677
NODE_139635_length_266_cov_2.709677_g130432_i0	GO:0004672,GO:0006468
NODE_17905_length_949_cov_4.613333_g12379_i0	GO:0005524,GO:0005524,GO:0140359,GO:0055085,GO:0016020
NODE_56687_length_464_cov_2.460241_g47666_i0	GO:0005515
NODE_2593_length_2261_cov_13.117993_g1386_i1	GO:0004347,GO:0006094,GO:0006096
NODE_19578_length_899_cov_6.375294_g13673_i0	GO:0007165,GO:0016020,GO:0005515,GO:0016020,GO:0003735,GO:0006412,GO:0005840,GO:0006886,GO:0016020,GO:0016020,GO:0039679,GO:0016020,GO:0048193,GO:0016020,GO:0016020
NODE_6925_length_1550_cov_4.889407_g4495_i0	GO:0003700,GO:0006355,GO:0005634,GO:0003697,GO:0008017,GO:0007059,GO:0051301,GO:0016020
NODE_19316_length_906_cov_15.936989_g13471_i0	GO:0019031
NODE_102342_length_323_cov_1.328467_g93143_i0	GO:0004857
NODE_18087_length_943_cov_51.329978_g12524_i0	GO:0003924,GO:0005525,GO:0003924,GO:0005525,GO:0003924,GO:0005525,GO:0003677,GO:0005524,GO:0032508,GO:0005525,GO:0003723,GO:0003724,GO:0043531,GO:0005524,GO:0005525,GO:0003924,GO:0005525,GO:0017111,GO:0005525,GO:0005524,GO:0016887,GO:0005524,GO:0006576
NODE_209919_length_211_cov_2.814815_g200714_i0	GO:0008194
NODE_3352_length_2071_cov_34.534125_g2053_i0	GO:0022857,GO:0055085,GO:0016020
NODE_177506_length_230_cov_2.502762_g168302_i0	GO:0005524,GO:0140662
NODE_49499_length_505_cov_2.570175_g40644_i0	GO:0005515,GO:0005515,GO:0005515
NODE_8172_length_1439_cov_14.355396_g5206_i1	GO:0000166,GO:0004812,GO:0005524,GO:0006418
NODE_34795_length_627_cov_6.385813_g26755_i0	GO:0015074,GO:0015074
NODE_13002_length_1140_cov_29.745188_g8730_i0	GO:0005515
NODE_327867_length_167_cov_0.881356_g318662_i0	GO:0005524
NODE_96695_length_334_cov_3.392982_g87499_i0	GO:0005515,GO:0005515
NODE_63567_length_433_cov_1.789062_g54456_i0	GO:0030246
NODE_3359_length_2069_cov_55.419802_g2055_i0	GO:0022857,GO:0055085,GO:0016020
NODE_5861_length_1658_cov_10.224984_g3756_i0	GO:0004664,GO:0009094
NODE_125108_length_284_cov_4.425532_g115906_i0	GO:0022857,GO:0055085,GO:0016020
NODE_249401_length_192_cov_1.286713_g240196_i0	GO:0005515
NODE_10151_length_1295_cov_9.194222_g216_i2	GO:0004672,GO:0005524,GO:0006468,GO:0005219,GO:0006874,GO:0016020,GO:0004672,GO:0006468
NODE_169351_length_237_cov_1.164894_g160147_i0	GO:0003700,GO:0006355,GO:0006525
NODE_93827_length_341_cov_1.496575_g84631_i0	GO:0016491,GO:0050660
NODE_106447_length_315_cov_1.864662_g97247_i0	GO:0005515
NODE_28885_length_706_cov_3.870624_g21467_i0	GO:0003924,GO:0019001,GO:0031683,GO:0007186
NODE_3149_length_2117_cov_3.926983_g1920_i0	GO:0005248,GO:0006814,GO:0001518,GO:0031204,GO:0031207
NODE_9823_length_1315_cov_21.458136_g680_i1	GO:0016209,GO:0016491,GO:0016491
NODE_235112_length_198_cov_2.093960_g225907_i0	GO:0003968
NODE_256042_length_189_cov_3.342857_g246837_i0	GO:0003735,GO:0006412,GO:0005840
NODE_334019_length_165_cov_4.077586_g324814_i0	GO:0016757,GO:0016020
NODE_13992_length_1095_cov_5.022945_g9465_i0	GO:0016836
NODE_332792_length_166_cov_0.888889_g323587_i0	GO:0016747
NODE_17162_length_973_cov_4.240260_g11825_i0	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
NODE_19101_length_913_cov_3.817130_g13310_i0	GO:0004867
NODE_162719_length_242_cov_4.274611_g153516_i0	GO:0003700,GO:0043565,GO:0006355
NODE_214822_length_208_cov_2.383648_g205617_i0	GO:0004559,GO:0006013
NODE_264618_length_186_cov_2.656934_g255413_i0	GO:0005515,GO:0005515
NODE_15808_length_1021_cov_5.733539_g10817_i0	GO:0016485,GO:0043085,GO:0016020
NODE_10893_length_1251_cov_5.168885_g7203_i0	GO:0005515,GO:0005515,GO:0005515
NODE_45722_length_530_cov_3.261954_g37006_i0	GO:0005524,GO:0016887
NODE_55125_length_472_cov_2.914894_g46135_i0	GO:0016020,GO:0007186,GO:0019236
NODE_50491_length_498_cov_6.884187_g41609_i0	GO:0003678,GO:0000723,GO:0006281
NODE_63878_length_431_cov_6.154450_g54765_i0	GO:0005515,GO:0005515
NODE_7458_length_1499_cov_4.265517_g4846_i0	GO:0008236,GO:0006508,GO:0016787,GO:0047746,GO:0015996,GO:0050525,GO:0052689
NODE_4530_length_1841_cov_22.141183_g2844_i0	GO:0003723,GO:0003723,GO:0003723
NODE_67712_length_416_cov_5.002725_g58579_i0	GO:0046872,GO:0008270,GO:0008270,GO:0061630,GO:0097602,GO:0031145,GO:0005680
NODE_7981_length_1454_cov_28.653381_g3783_i1	GO:0016020
NODE_79181_length_378_cov_8.580547_g70006_i0	GO:0000166,GO:0004812,GO:0005524,GO:0006418,GO:0005737
NODE_265300_length_186_cov_1.897810_g256095_i0	GO:0004345,GO:0050661,GO:0006006
NODE_81159_length_373_cov_2.074074_g71977_i0	GO:0039526
NODE_96208_length_335_cov_3.639860_g87012_i0	GO:0008146
NODE_95325_length_337_cov_3.371528_g86129_i0	GO:0015074
NODE_7129_length_1530_cov_4.792708_g4625_i0	GO:0017056,GO:0006913,GO:0005643
NODE_3409_length_2056_cov_6.138515_g2094_i0	GO:0016746,GO:0004366
NODE_123118_length_287_cov_3.840336_g113916_i0	GO:0015074
NODE_30811_length_678_cov_6.739269_g23173_i0	GO:0005524,GO:0003676,GO:0005524,GO:0000166,GO:0003677,GO:0005524,GO:0002949,GO:0005524,GO:0016887,GO:0006302
NODE_156600_length_248_cov_2.874372_g147397_i0	GO:0016787
NODE_19411_length_904_cov_3.585965_g13546_i0	GO:0005515,GO:0005515,GO:0005515
NODE_13263_length_1128_cov_5.288230_g7903_i1	GO:0003677,GO:0003677
NODE_238792_length_196_cov_2.122449_g229587_i0	GO:0003677
NODE_13079_length_1136_cov_52.767249_g8785_i0	GO:0010181,GO:0016491
NODE_10458_length_1278_cov_3.558177_g6892_i0	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
NODE_232935_length_199_cov_2.133333_g223730_i0	GO:0016765,GO:0016020
NODE_7388_length_1505_cov_5.356456_g4799_i0	GO:0016020
NODE_86536_length_358_cov_3.365696_g77346_i0	GO:0036211
NODE_34899_length_626_cov_3.871750_g26854_i0	GO:0009055,GO:0016491,GO:0016020,GO:0008324,GO:0006812,GO:0009055,GO:0016491,GO:0016020
NODE_5978_length_1647_cov_8.613267_g3835_i0	GO:0016032,GO:0007031,GO:0005778
NODE_14493_length_1073_cov_5.034180_g9828_i0	GO:0019239,GO:0003876,GO:0032264
NODE_364019_length_157_cov_2.111111_g354814_i0	GO:0004672,GO:0006468
NODE_300321_length_174_cov_1.664000_g291116_i0	GO:0005524,GO:0140359,GO:0055085,GO:0016020
NODE_14037_length_1093_cov_5.201149_g1600_i2	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
NODE_222124_length_203_cov_6.441558_g212919_i0	GO:0016746
NODE_356762_length_160_cov_4.000000_g347557_i0	GO:0046872,GO:0008270,GO:0008270,GO:0061630,GO:0097602,GO:0031145,GO:0005680,GO:0008270
NODE_2999_length_2156_cov_293.200285_g1829_i0	GO:0016616,GO:0051287,GO:0051287
NODE_34294_length_633_cov_4.462329_g26300_i0	GO:0008168,GO:0008168,GO:0032259
NODE_74869_length_392_cov_1.781341_g65704_i0	GO:0016032,GO:0006260
NODE_136185_length_270_cov_2.895928_g126982_i0	GO:0008270
NODE_5010_length_1772_cov_4.430064_g3170_i0	GO:0004497,GO:0005506,GO:0016705,GO:0020037
NODE_354204_length_162_cov_0.920354_g344999_i0	GO:0005085,GO:0032012
NODE_4194_length_1899_cov_3.512432_g2632_i0	GO:0003872,GO:0006096,GO:0016301,GO:0003951,GO:0006741
NODE_42683_length_553_cov_3.367063_g34094_i0	GO:0016787
NODE_109807_length_309_cov_1.365385_g100606_i0	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
NODE_10211_length_1292_cov_14.238938_g6723_i0	GO:0003994,GO:0006099
NODE_99477_length_328_cov_4.437276_g90279_i0	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
NODE_69650_length_409_cov_2.986111_g60505_i0	GO:0015276,GO:0016020,GO:0006940
NODE_15946_length_1016_cov_8.160290_g10920_i0	GO:0005524,GO:0016887,GO:0003924,GO:0005525,GO:0003924,GO:0005525,GO:0003924,GO:0005525,GO:0005525,GO:0005525,GO:0005525,GO:0003924,GO:0005525,GO:0005525,GO:0031179,GO:0005524,GO:0006576
NODE_72116_length_401_cov_1.818182_g62963_i0	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
NODE_104251_length_319_cov_2.503704_g95051_i0	GO:0019064,GO:0046961,GO:1902600,GO:0033179,GO:0006606,GO:0042729,GO:0072686,GO:0008134,GO:0042803,GO:0070840
NODE_6709_length_1571_cov_9.322602_g4346_i0	GO:0003854,GO:0016616,GO:0006694,GO:0016491
NODE_31034_length_676_cov_1.990431_g23376_i0	GO:0003677,GO:0003964,GO:0006278
NODE_19035_length_915_cov_5.966513_g7216_i2	GO:0005515,GO:0008318,GO:0018342,GO:0005515,GO:0005515,GO:0005515
NODE_18357_length_935_cov_2.992099_g12737_i0	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
NODE_11633_length_1211_cov_5.858003_g7741_i0	GO:0004568,GO:0006032,GO:0016998
NODE_123541_length_287_cov_1.621849_g114339_i0	GO:0000287,GO:0008193,GO:0006400
NODE_9203_length_1356_cov_12.070390_g6031_i0	GO:0005515,GO:0004064,GO:0016844,GO:0009058
NODE_173724_length_233_cov_2.233696_g164520_i0	GO:0003824
NODE_184158_length_225_cov_2.522727_g174954_i0	GO:0003723,GO:0003968,GO:0006351
NODE_4211_length_1896_cov_180.338928_g747_i1	GO:0016161,GO:0000272
NODE_1772_length_2559_cov_5.707171_g1046_i0	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
NODE_23723_length_799_cov_3.616000_g17031_i0	GO:0000398,GO:0046540
NODE_295531_length_175_cov_3.714286_g286326_i0	GO:0006351,GO:0005634
NODE_197095_length_216_cov_2.215569_g187891_i0	GO:0003723
NODE_36459_length_609_cov_12.744643_g28287_i0	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0005524,GO:0004672,GO:0006468
NODE_204744_length_212_cov_3.294479_g195539_i0	GO:0004814,GO:0005524,GO:0006420
NODE_40326_length_573_cov_3.555344_g31884_i0	GO:0016491
NODE_4717_length_1811_cov_5.157208_g2971_i0	GO:0022857,GO:0055085
